t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,assoc_d,assoc_hands,assoc_mode,assoc_ms,assoc_ms_ran,assoc_ok,assoc_pose_ms,assoc_pose_ms_ran,assoc_reason,assoc_skeleton_hits,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran,svm_infer_ms,svm_infer_ms_ran
1790261930.4788158,100,0.03852701187133789,25.955815191158088,3.9937496185302734,31.86460000142688,,0,,,0,0,,,no_face,0,0.0035999983083456755,1,,0,,0,0,31.82839999863063,1,hover,0.013600001693703234,1,,
1790261930.4838333,115,0.005017518997192383,199.3016868614873,1.0273456573486328,0.039699996705166996,,0,,,0,0,,,no_face,0,0.0036000019463244826,1,,0,,0,0,,0,hover,0.013599998055724427,1,,
1790261930.5256588,117,0.04182553291320801,23.908840613581564,2.991914749145508,36.471900002652546,,0,,,0,0,,,no_face,0,0.0032999996619764715,1,5.990300000121351,1,,0,0,30.445500000496395,1,hover,0.015199999324977398,1,,
1790261930.530683,128,0.0050241947174072266,199.03687182650785,5.9814453125,0.041799998143687844,,0,,,0,0,,,no_face,0,0.0034000004234258085,1,,0,,0,0,,0,hover,0.012600001355167478,1,,
1790261930.611969,129,0.08128595352172852,12.302248502660309,1.5442371368408203,23.049800001899712,,0,,,0,0,,,no_face,0,0.0030000010156072676,1,,0,,0,0,23.010400000202935,1,hover,0.015599998732795939,1,,
1790261930.624594,130,0.012624979019165039,79.20805242384756,0.995635986328125,0.0667000022076536,,0,,,0,0,,,no_face,0,0.004300000000512227,1,,0,,0,0,,0,hover,0.03339999966556206,1,,
1790261930.7043805,131,0.07978653907775879,12.533442502442858,16.957521438598633,31.64200000173878,,0,,,0,0,,,no_face,0,0.0030000010156072676,1,5.550900001253467,1,,0,0,26.056700000481214,1,hover,0.014400000509340316,1,,
1790261930.7083697,132,0.003989219665527344,250.675591680612,17.949581146240234,0.031600000511389226,,0,,,0,0,,,no_face,0,0.0031999989005271345,1,,0,,0,0,,0,hover,0.011000000085914508,1,,
1790261930.7796881,133,0.07131838798522949,14.021629319595762,1.995086669921875,21.120800000062445,,0,,,0,0,,,no_face,0,0.0034000004234258085,1,,0,,0,0,21.083800002088537,1,hover,0.014199998986441642,1,,
1790261930.7886646,134,0.008976459503173828,111.40249667994688,1.9924640655517578,0.043799998820759356,,0,,,0,0,,,no_face,0,0.0036999990697950125,1,,0,,0,0,,0,hover,0.015000001440057531,1,,
1790261930.8633697,135,0.07470512390136719,13.385962672658104,3.99017333984375,37.5452000007499,,0,,,0,0,,,no_face,0,0.0037999998312443495,1,8.184399997844594,1,,0,0,28.943500001332723,1,hover,0.01669999983278103,1,,
1790261930.8683567,136,0.004987001419067383,200.5212984653631,12.473583221435547,0.46999999904073775,,0,,,0,0,,,no_face,0,0.005399997462518513,1,,0,,0,0,,0,hover,0.017300000763498247,1,,
1790261930.9551692,137,0.08681249618530273,11.519078979891134,12.965679168701172,20.14679999774671,,0,,,0,0,,,no_face,0,0.004900000931229442,1,,0,,0,0,19.853199999488425,1,hover,0.02010000025620684,1,,
1790261930.9599097,138,0.004740476608276367,210.94925313081526,2.7074813842773438,0.2057999990938697,,0,,,0,0,,,no_face,0,0.00419999923906289,1,,0,,0,0,,0,hover,0.01669999983278103,1,,
1790261931.0177698,139,0.05786013603210449,17.283056497570904,1.9955635070800781,26.689800000895048,,0,,,0,0,,,no_face,0,0.0031999989005271345,1,5.151500001375098,1,,0,0,21.371700000599958,1,hover,0.013700002455152571,1,,
1790261931.0257494,140,0.007979631423950195,125.3190713794855,1.9943714141845703,0.170899998920504,,0,,,0,0,,,no_face,0,0.0037000027077738196,1,,0,,0,0,,0,hover,0.014299999747890979,1,,
1790261931.1345687,141,0.10881924629211426,9.189550875178837,0.9877681732177734,40.53879999992205,,0,,,0,0,,,no_face,0,0.003999997716164216,1,,0,,0,0,40.09380000206875,1,hover,0.015600002370774746,1,,
1790261931.1395535,142,0.004984855651855469,200.60761431031185,14.960050582885742,0.18790000103763305,,0,,,0,0,,,no_face,0,0.0036999990697950125,1,,0,,0,0,,0,hover,0.014199998986441642,1,,
1790261931.2030294,143,0.0634758472442627,15.754023670639318,2.0258426666259766,42.40700000082143,,0,,,0,0,,,no_face,0,0.0032000025385059416,1,5.807199999253498,1,,0,0,36.404800001037074,1,hover,0.014999997802078724,1,,
1790261931.2130017,144,0.009972333908081055,100.27742845530399,19.97971534729004,0.40810000064084306,,0,,,0,0,,,no_face,0,0.0034000004234258085,1,,0,,0,0,,0,hover,0.012000000424450263,1,,
1790261931.2773948,145,0.0643930435180664,15.529627819493195,1.0406970977783203,19.236399999499554,,0,,,0,0,,,no_face,0,0.0036000019463244826,1,,0,,0,0,19.042299998545786,1,hover,0.01469999915570952,1,,
1790261931.282246,146,0.004851341247558594,206.12856300373502,17.14920997619629,0.23430000146618113,,0,,,0,0,,,no_face,0,0.005199999577598646,1,,0,,0,0,,0,hover,0.019900002371286973,1,,
1790261931.352962,147,0.07071590423583984,14.141090477539075,1.1298656463623047,28.258199999982025,,0,,,0,0,,,no_face,0,0.007400001777568832,1,7.766300001094351,1,,0,0,20.238299999618903,1,hover,0.03460000152699649,1,,
1790261931.3588715,148,0.005909442901611328,169.22068909868474,1.5344619750976562,0.1812999980757013,,0,,,0,0,,,no_face,0,0.0034999975468963385,1,,0,,0,0,,0,hover,0.014100001862971112,1,,
1790261931.4436195,149,0.0847480297088623,11.799684351781782,2.0656585693359375,18.58129999891389,,0,,,0,0,,,no_face,0,0.004099998477613553,1,,0,,0,0,18.338800000492483,1,hover,0.018300001102034003,1,,
1790261931.4615598,150,0.017940282821655273,55.74048134809361,1.9943714141845703,0.26170000273850746,,0,,,0,0,,,no_face,0,0.0037999998312443495,1,,0,,0,0,,0,hover,0.017799997294787318,1,,
