t,bat,h,yaw,vgx,vgy,vgz,tof
1789945847.0617447,80.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945848.0890577,79.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945849.113447,79.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945850.118117,79.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945851.1759276,79.0,70.0,-118.0,0.0,0.0,0.0,84.0
1789945852.2173862,79.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945853.2300777,79.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945854.252441,78.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945855.2911606,78.0,70.0,-118.0,0.0,0.0,0.0,80.0
1789945856.307555,78.0,70.0,-118.0,0.0,0.0,0.0,79.0
1789945857.3326461,78.0,70.0,-118.0,0.0,0.0,0.0,79.0
1789945858.335665,78.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945859.3431432,78.0,70.0,-118.0,0.0,0.0,0.0,84.0
1789945860.3501546,78.0,80.0,-118.0,0.0,0.0,0.0,85.0
1789945861.3505316,78.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945862.358111,77.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945863.3639967,77.0,70.0,-118.0,0.0,0.0,0.0,79.0
1789945864.3724318,77.0,70.0,-119.0,0.0,0.0,0.0,81.0
1789945865.3996046,77.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945866.4217985,77.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945867.4402587,77.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945868.5053692,77.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945869.5408752,77.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945870.5420837,77.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945871.6059413,77.0,70.0,-119.0,0.0,0.0,0.0,83.0
1789945872.6436348,76.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945873.6542273,76.0,70.0,-118.0,0.0,0.0,0.0,80.0
1789945874.6799536,76.0,70.0,-118.0,0.0,0.0,0.0,79.0
1789945875.7118425,76.0,70.0,-118.0,0.0,0.0,0.0,80.0
1789945876.720253,76.0,70.0,-118.0,0.0,0.0,0.0,79.0
1789945877.722667,76.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945878.7629404,76.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945879.7686775,75.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945880.832758,75.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945881.837451,75.0,70.0,-118.0,0.0,0.0,0.0,85.0
1789945882.8413732,75.0,70.0,-118.0,0.0,0.0,0.0,85.0
1789945883.8527267,75.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945884.877196,75.0,70.0,-119.0,0.0,0.0,0.0,81.0
1789945885.8887491,75.0,40.0,-119.0,0.0,0.0,-4.0,40.0
1789945886.896407,75.0,0.0,-113.0,0.0,0.0,0.0,10.0
