t,event,latency_ms
1789945804.1463103,rc_send_suppressed,
1789945804.2510388,rc_send_suppressed,
1789945804.364091,rc_send_suppressed,
1789945804.5334997,rc_send_suppressed,
1789945804.6634655,rc_send_suppressed,
1789945804.7734911,rc_send_suppressed,
1789945804.8795197,rc_send_suppressed,
1789945805.0016966,rc_send_suppressed,
1789945805.1132212,llm_explanation,2364.9672999745235
1789945805.1324694,rc_send_suppressed,
1789945805.2443807,rc_send_suppressed,
1789945805.345191,rc_send_suppressed,
1789945805.4885569,rc_send_suppressed,
1789945805.6147714,rc_send_suppressed,
1789945805.7539926,rc_send_suppressed,
1789945805.8691983,rc_send_suppressed,
1789945805.9940798,rc_send_suppressed,
1789945806.100003,rc_send_suppressed,
1789945806.2122993,rc_send_suppressed,
1789945806.3413472,rc_send_suppressed,
1789945806.470053,rc_send_suppressed,
1789945806.5765505,rc_send_suppressed,
1789945806.7000701,rc_send_suppressed,
1789945806.8350334,rc_send_suppressed,
1789945806.9367905,rc_send_suppressed,
1789945807.0378282,rc_send_suppressed,
1789945807.1447194,rc_send_suppressed,
1789945807.2490396,rc_send_suppressed,
1789945807.3722382,rc_send_suppressed,
1789945807.506021,rc_send_suppressed,
1789945807.613444,rc_send_suppressed,
1789945807.7339942,rc_send_suppressed,
1789945807.8424733,rc_send_suppressed,
1789945807.9436014,rc_send_suppressed,
1789945808.0654714,rc_send_suppressed,
1789945808.2042432,rc_send_suppressed,
1789945808.315819,rc_send_suppressed,
1789945808.4170675,rc_send_suppressed,
1789945808.518426,rc_send_suppressed,
1789945808.6203744,rc_send_suppressed,
1789945808.7428923,rc_send_suppressed,
1789945808.870841,rc_send_suppressed,
1789945809.008334,rc_send_suppressed,
1789945809.073348,llm_explanation,3919.1471999511123
1789945809.1099904,rc_send_suppressed,
1789945809.2368028,rc_send_suppressed,
1789945809.3543756,rc_send_suppressed,
1789945809.4550247,rc_send_suppressed,
1789945809.571071,rc_send_suppressed,
1789945809.6903539,rc_send_suppressed,
1789945809.7929544,rc_send_suppressed,
1789945809.9076624,rc_send_suppressed,
1789945810.0246346,rc_send_suppressed,
1789945810.1247828,rc_send_suppressed,
1789945810.236009,rc_send_suppressed,
1789945810.3386555,rc_send_suppressed,
1789945810.4406626,rc_send_suppressed,
1789945810.565763,rc_send_suppressed,
1789945810.7065468,rc_send_suppressed,
1789945810.8504906,rc_send_suppressed,
1789945810.9512668,rc_send_suppressed,
1789945811.0699234,llm_explanation,2033.6936000385322
1789945811.0828102,rc_send_suppressed,
1789945811.1949697,rc_send_suppressed,
1789945811.298341,rc_send_suppressed,
1789945811.4111657,rc_send_suppressed,
1789945811.5121577,rc_send_suppressed,
1789945811.6151488,rc_send_suppressed,
1789945811.7368965,rc_send_suppressed,
1789945811.8381517,rc_send_suppressed,
1789945811.942211,rc_send_suppressed,
1789945812.0754519,rc_send_suppressed,
1789945812.176267,rc_send_suppressed,
1789945812.2777271,rc_send_suppressed,
1789945812.38504,rc_send_suppressed,
1789945812.490778,rc_send_suppressed,
1789945812.5928755,rc_send_suppressed,
1789945812.684751,llm_explanation,1593.2971000438556
1789945812.6967647,rc_send_suppressed,
1789945812.79857,rc_send_suppressed,
1789945812.9009812,rc_send_suppressed,
1789945813.0088909,rc_send_suppressed,
1789945813.1101975,rc_send_suppressed,
1789945813.2103734,rc_send_suppressed,
1789945813.3351288,rc_send_suppressed,
1789945813.4879744,rc_send_suppressed,
1789945813.6410625,rc_send_suppressed,
1789945813.7435405,rc_send_suppressed,
1789945813.914735,rc_send_suppressed,
1789945814.015958,rc_send_suppressed,
1789945814.1225436,rc_send_suppressed,
1789945814.2252817,rc_send_suppressed,
1789945814.3312778,rc_send_suppressed,
1789945814.465356,rc_send_suppressed,
1789945814.571713,rc_send_suppressed,
1789945814.7002292,rc_send_suppressed,
1789945814.8059459,rc_send_suppressed,
1789945814.9245281,rc_send_suppressed,
1789945815.0313303,rc_send_suppressed,
1789945815.1352215,rc_send_suppressed,
1789945815.2694383,rc_send_suppressed,
1789945815.449426,rc_send_suppressed,
1789945815.5644836,rc_send_suppressed,
1789945815.67875,rc_send_suppressed,
1789945815.8135445,rc_send_suppressed,
1789945815.9346728,rc_send_suppressed,
1789945816.1014323,rc_send_suppressed,
1789945816.2211502,rc_send_suppressed,
1789945816.3353615,rc_send_suppressed,
1789945816.451932,rc_send_suppressed,
1789945816.5912874,rc_send_suppressed,
1789945816.7148414,llm_explanation,4003.8547999574803
1789945816.7362933,rc_send_suppressed,
1789945816.8683012,rc_send_suppressed,
1789945816.9947832,rc_send_suppressed,
1789945817.1189675,rc_send_suppressed,
1789945817.252615,rc_send_suppressed,
1789945817.370755,rc_send_suppressed,
1789945817.4794343,rc_send_suppressed,
1789945817.6069453,rc_send_suppressed,
1789945817.7331243,rc_send_suppressed,
1789945817.8644664,rc_send_suppressed,
1789945817.967465,rc_send_suppressed,
1789945818.0703156,rc_send_suppressed,
1789945818.1704443,rc_send_suppressed,
1789945818.2755637,rc_send_suppressed,
1789945818.3965929,rc_send_suppressed,
1789945818.5093248,rc_send_suppressed,
1789945818.6202445,rc_send_suppressed,
1789945818.7447116,rc_send_suppressed,
1789945818.8565838,rc_send_suppressed,
1789945818.9776425,rc_send_suppressed,
1789945819.0872774,rc_send_suppressed,
1789945819.2418613,rc_send_suppressed,
1789945819.342161,rc_send_suppressed,
1789945819.447523,rc_send_suppressed,
1789945819.5413373,llm_explanation,2804.005300044082
1789945819.5612845,rc_send_suppressed,
1789945819.6710155,rc_send_suppressed,
1789945819.8012257,rc_send_suppressed,
1789945819.9052184,rc_send_suppressed,
1789945820.03784,rc_send_suppressed,
1789945820.146621,rc_send_suppressed,
1789945820.2695932,rc_send_suppressed,
1789945820.435814,rc_send_suppressed,
1789945820.5707712,rc_send_suppressed,
1789945820.699416,rc_send_suppressed,
1789945820.8035936,rc_send_suppressed,
1789945820.9299345,rc_send_suppressed,
1789945821.0368814,rc_send_suppressed,
1789945821.1640239,rc_send_suppressed,
1789945821.2909498,rc_send_suppressed,
1789945821.406918,rc_send_suppressed,
1789945821.5414562,rc_send_suppressed,
1789945821.6476057,rc_send_suppressed,
1789945821.7504842,rc_send_suppressed,
